Word	Katakana	Emotion	
困る	コマル	困	
小難しい	コムズカシイ	不	
小やかましい	コヤカマシイ	不嫌	
こらぁ	コラァ	怒	
懲り懲り	コリゴリ	怠	
怖	コワ	怖	
怖い	コワイ	怖	
恐い	コワイ	怖	
怖がる	コワガル	怖	
怖怖	コワゴワ	怖	
恐恐	コワゴワ	怖	
怖さ	コワサ	怖	
強張る	コワバル	怖	
困却	コンキャク	困	
困窮	コンキュウ	困	
困苦	コンク	困苦	
困惑	コンワク	困	
合歓	ゴウカン	喜	
号泣	ゴウキュウ	動辛苦喜	
号哭	ゴウコク	動辛苦喜	
業腹	ゴウハラ	怒	
強欲	ゴウヨク	不嫌	
業を煮やす	ゴウヲニヤス	怒	
御機嫌	ゴキゲン	気	
ゴメン	ゴメン	謝	
最愛	サイアイ	好安親	
最悪	サイアク	嫌	
再燃	サイネン	興	
幸い	サイワイ	幸	
逆恨み	サカウラミ	恨	
蔑む	サゲスム	見	
差出がましい	サシデシガマシイ	恐	
殺気立つ	サッキタツ	興	
さっぱり	サッパリ	気	
さばさば	サバサバ	気	
寂しい	サビシイ	寂	
淋しい	サビシイ	寂	
淋しがる	サビシガル	寂	
淋しさ	サビシサ	寂	
寒気	サムケ	怖	
寒寒	サムザム	悲寂	
さめざめ	サメザメ	悲辛寂苦	
冷める	サメル	失	
騒がしい	サワガシイ	不	
騒ぎ立つ	サワギタツ	不	
爽やか	サワヤカ	気	
鑽仰	サンギョウ	尊	
讃嘆	サンタン	尊	
三拝九拝	サンパイキュウハイ	恐尊感	
慚愧	ザンキ	恥	
残念	ザンネン	残	
幸せ	シアワセ	幸	
私怨	シエン	恨	
しおしお	シオシオ	残	
しかめっ面	シカメッツラ	悲嫌Ｆ	
しかめる	シカメル	悲嫌Ｆ	
叱り付ける	シカリツケル	怒	
叱り飛ばす	シカリトバス	怒	
叱る	シカル	怒	
しくしく	シクシク	悲	
四苦八苦	シクハック	苦	
嗜好	シコウ	好	
至情	シジョウ	安親	
静まる	シズマル	怖安	
沈み込む	シズミコム	鬱怠	
沈む	シズム	鬱怠	
慕い寄る	シタイヨル	尊親	
慕う	シタウ	尊親	
舌打ち	シタウチ	不怒	
親しみ	シタシミ	尊親	
親しむ	シタシム	尊親	
したり顔	シタリガオ	誇	
慕わしい	シタワシイ	尊親	
七面倒臭い	シチメンドウクサイ	不	
嫉視	シッシ	妬	
叱責	シッセキ	怒	
叱咤	シッタ	怒親	
失墜感	シッツイカン	失	
嫉妬	シット	憎妬	
失意	シツイ	残失	
しつこい	シツコイ	不Ｆ	
失望	シツボウ	失	
失望感	シツボウカン	失	
失恋	シツレン	切悲失辛苦鬱怠	
忍び泣き	シノビナキ	悲寂辛苦	
忍び泣く	シノビナク	悲寂辛苦	
偲ぶ	シノブ	尊悲辛苦	
痺れる	シビレル	興動辛	
私憤	シフン	怒	
渋る	シブル	た	
思慕	シボ	好尊親	
湿っぽい	シメッポイ	不	
湿っぽさ	シメッポサ	不	
湿る	シメル	不嫌安	
謝意	シャイ	感	
癪	シャク	怒	
癪に障る	シャクニサワル	怒	
しゃくり上げる	シャクリアゲル	悲辛苦	
しゃくり泣き	シャクリナキ	悲辛苦	
醜悪	シュウアク	不嫌憐	
秋思	シュウシ	寂	
愁思	シュウシ	悲	
愁傷	シュウショウ	悲	
周章	シュウショウ	焦	
周章狼狽	シュウショウロウバイ	焦	
愁色	シュウショク	鬱	
愁然	シュウゼン	鬱	
愁訴	シュウソ	苦悲	
愁嘆	シュウタン	悲	
羞恥	シュウチ	恥	
羞恥心	シュウチシン	恥	
祝着	シュウチャク	祝喜	
愁眉	シュウビ	ふ心	
愁眉を開く	シュウビヲヒラク	安	
秋風落莫	シュウフウラクバク	寂	
祝意	シュクイ	祝喜	
宿怨	シュクエン	恨	
祝賀	シュクガ	祝喜	
祝する	シュクスル	祝	
朱を注ぐ	シュヲソソグ	恥怒	
春愁	シュンシュウ	悲	
鍾愛	ショウアイ	好親	
憧憬	ショウケイ	尊親	
衝撃	ショウゲキ	驚動	
悄悄	ショウショウ	鬱怠安	
悄悄と	ショウショウト	鬱怠安	
傷心	ショウシン	悲切	
焦心	ショウシン	悩怒	
憔悴	ショウスイ	辛苦	
悚然	ショウゼン	ふ怖	
悄然	ショウゼン	鬱寂怠	
焦躁	ショウソウ	怒焦	
賞嘆	ショウタン	祝	
悄沈	ショウチン	怠	
焦慮	ショウリョ	焦怒	
性悪	ショウワル	嫌	
食指を動かす	ショクシオウゴカス	興	
食傷	ショクショウ	不辛苦	
悄気返る	ショゲカエル	失悲寂悔	
悄気る	ショゲル	失悲寂悔	
ショッキング	ショッキング	驚悲	
ショック	ショック	驚悲	
しょぼしょぼ	ショボショボ	悲	
しょぼたれる	ショボタレル	悲	
しょんぼり	ションボリ	悲	
白ける	シラケル	き	
しらける	シラケル	き	
親愛	シンアイ	親尊	
震撼	シンカン	驚怖	
心外	シンガイ	不嫌驚	
震駭	シンガイ	ふ驚怖	
辛気臭い	シンキクサイ	不嫌	
呻吟	シンギン	苦辛	
辛苦	シンク	辛苦	
神経が張り詰める	シンケイガハリツメル	緊	
深謝	シンシャ	感	
心酔	シンスイ	好尊	
親善	シンゼン	親尊好	
心臓が止まる	シンゾウガトマル	驚	
心中穏やかでない	シンチュウオダヤカデナイ	怒	
心痛	シンツウ	憐	
しんどい	シンドイ	辛苦	
心配	シンパイ	心	
心服	シンプク	尊好	
しんみり	シンミリ	寂	
心労	シンロウ	苦悩辛	
辛労	シンロウ	苦辛	
慈愛	ジアイ	安親	
じいんと	ジイント	辛苦動	
自棄	ジキ	怒焦	
自虐	ジギャク	辛苦	
忸怩	ジクジ	恥	
自己嫌悪	ジコケンオ	情	
自失	ジシツ	鬱	
ジジくさい	ジジクサイ	不	
自若	ジジャク	穏	
自責	ジセキ	情	
地団太を踏む	ジダンダオフム	悔	
自嘲	ジチョウ	情	
慈悲	ジヒ	憐	
自暴自棄	ジボウジキ	鬱	
自慢たらしい	ジマンタラシイ	不	
じめじめ	ジメジメ	不Ｆ	
寂然	ジャクネン	寂	
雀躍	ジャクヤク	喜	
邪魔	ジャマ	不	
邪魔くさい	ジャマクサイ	不	
充実感	ジュウジツカン	喜楽	
情	ジョウ	情	
情愛	ジョウアイ	好親	
情炎	ジョウエン	興好	
上気	ジョウキ	怒	
上機嫌	ジョウキゲン	楽喜	
情熱	ジョウネツ	興	
情欲	ジョウヨク	好興	
焦らす	ジラス	不怒	
じりじり	ジリジリ	不	
焦れったい	ジレッタイ	不	
焦れったがる	ジレッタガル	不	
焦れったさ	ジレッタサ	不	
焦れる	ジレル	不	
仁愛	ジンアイ	親	
すうっと	スウット	気安	
末恐ろしい	スエオソロシイ	ふ	
すえたのもしい	スエタノモシイ	願興	
好かない	スカナイ	嫌	
清々しい	スガスガシイ	気	
好き	スキ	好	
好き好む	スキコノム	好	
救われる	スクワレル	喜	
すごすご	スゴスゴ	鬱怠	
荒む	スサム	鬱怠	
啜り上げる	ススリアゲル	悲辛	
啜り泣き	ススリナキ	悲切	
啜り泣く	ススリナク	悲切	
すっきり	スッキリ	気	
素っ頓狂	スットンキョウ	驚あ	
捨て台詞	ステゼリフ	不怒	
捨て鉢	ステバチ	怒	
素晴らしい	スバラシイ	動	
すまん	スマン	謝	
随喜	ズイキ	喜安	
図々しい	ズウズウシイ	不	
杜撰	ズサン	不	
清清	セイセイ	気	
凄絶	セイゼツ	興	
凄愴	セイソウ	憐	
青天の霹靂	セイテンノヘキレキ	驚	
積怨	セキエン	恨	
急き込む	セキコム	焦	
寂莫	セキバク	寂	
寂莫感	セキバクカン	寂	
積憤	セキフン	怒	
赤面	セキメン	恥	
寂寥	セキリョウ	寂	
寂寥感	セキリョウカン	寂	
せこい	セコイ	不	
背筋が氷つく	セスジガコオリツク	怖	
背筋が凍る	セスジガコオル	怖	
世知辛い	セチツライ	不	
切ない	セツナイ	切	
切ない思い	セツナイオモイ	切	
切なさ	セツナサ	切	
狭苦しい	セマクルシイ	不	
責め苦	セメク	苦	
戦意	センイ	興	
戦々恐々	センセンキョウキョウ	ふ怖	
センチメンタル	センチメンタル	鬱	
羨望	センボウ	妬	
旋毛を曲げる	センモウヲマゲル	妬	
戦慄	センリツ	怖	
戦慄感	センリツカン	怖	
鮮烈	センレツ	興驚	
絶句	ゼック	驚あ	
絶好調	ゼッコウチョウ	気興	
絶体絶命	ゼッタイゼツメイ	ふ心焦	
絶頂感	ゼッチョウカン	気興	
絶望	ゼツボウ	失	
粗悪	ソアク	嫌不	
壮快	ソウカイ	気	
爽快	ソウカイ	気	
総毛立つ	ソウケタツ	怖	
相好を崩す	ソウゴウヲクズス	喜楽安穏	
相思相愛	ソウシソウアイ	好安	
壮絶	ソウゼツ	苦辛	
騒々しい	ソウゾウシイ	不	
蒼白	ソウハク	ふ心焦	
爽涼	ソウリョウ	気	
惻隠	ソクイン	憐	
沮喪	ソソウ	鬱怠	
嫉み	ソネミ	妬	
嫉む	ソネム	妬	
空恐ろしい	ソラオソロシイ	ふ怖	
空恐ろしさ	ソラオソロシサ	ふ怖	
空空しい	ソラゾラシイ	不嫌	
空恥ずかしい	ソラハズカシイ	恥	
空喜び	ソラヨロコビ	喜	
そわそわ	ソワソワ	焦	
憎悪	ゾウオ	嫌憎	
憎悪感	ゾウオカン	嫌憎	
俗悪	ゾクアク	不嫌	
ぞくぞくする	ゾクゾクスル	怖興	
俗っぽい	ゾクッポイ	不	
ぞっこん	ゾッコン	好	
ぞっとしない	ゾットシナイ	不嫌	
ぞっとする	ゾットスル	怖	
存外	ゾンガイ	驚	
大慶	タイケイ	喜祝	
大切	タイセツ	親尊安	
泰然	タイゼン	穏	
泰然自若	タイゼンジジャク	穏	
大息	タイソク	鬱怠	
怠惰	タイダ	怠不	
高鳴る	タカナル	興	
高飛車	タカビシャ	怒	
昂り	タカブリ	興	
昂	タカブリ	興	
昂ぶる	タカブル	興	
高笑い	タカワライ	喜楽	
多岐亡羊	タキボウヨウ	鬱悩	
たくましい	タクマシイ	興	
猛り狂う	タケリクルウ	興	
猛り立つ	タケリタツ	興	
猛る	タケル	興	
多謝	タシャ	感	
たじたじ	タジタジ	驚焦興	
たじろぐ	タジログ	驚焦興	
助かりました	タスカリマシタ	感	
助かります	タスカリマス	感	
立ち竦む	タチスクム	驚怖	
愉しい	タノシイ	楽	
楽しい	タノシイ	楽	
楽しかった	タノシカッタ	楽	
楽しがる	タノシガル	楽	
楽しさ	タノシサ	楽	
楽しみ	タノシミ	楽	
楽しむ	タノシム	楽	
頼もしい	タノモシイ	安興	
たまげる	タマゲル	驚	
魂を奪われたよう	タマシイヲウバワレタヨウ	鬱	
堪らない	タマラナイ	好怒	
堪り兼ねる	タマリカネル	好怒	
溜息	タメイキ	鬱怠	
ため息をつく	タメイキヲツク	鬱怠	
躊躇い	タメライ	き	
躊躇う	タメラウ	き	
揺蕩う	タユタウ	き	
弛み	タユミ	怠安	
弛む	タユム	安怠	
頼り無い	タヨリナイ	ふ心	
頼りなさ	タヨリナサ	ふ心	
嘆賞	タンショウ	尊	
嘆じる	タンジル	祝	
嘆ずる	タンズル	祝鬱	
嘆声	タンセイ	祝鬱	
嘆息	タンソク	祝鬱	
淡淡	タンタン	好気	
耽溺	タンデキ	好	
嘆美	タンビ	祝動	
大悦	ダイエツ	喜	
大嫌い	ダイキライ	嫌	
大事	ダイジ	親安驚焦興	
大好き	ダイスキ	好	
惰気	ダキ	怠	
ダサい	ダサイ	不	
だらしない	ダラシナイ	不	
怠い	ダルイ	怠不	
だるい	ダルイ	不	
だれ気味	ダレキミ	怠	
だれる	ダレル	怠	
断腸の思い	ダンチョウノオモイ	悲	
小さくなる	チイサクナル	恐	
力を落とす	チカラオオトス	失鬱残	
力落し	チカラオトシ	失鬱残	
力が抜ける	チカラガヌケル	安	
力付く	チカラズク	興	
力強い	チカラヅヨイ	興	
力抜け	チカラヌケ	安	
ちくちく	チクチク	不	
縮こまる	チジコマル	ふ怖	
縮み上がる	チジミアガル	ふ怖	
恥辱	チジョク	恥怒	
恥辱感	チジョクカン	恥怒	
血なまぐさい	チナマグサイ	不	
血の気が引く	チノケガヒク	怖	
血の涙	チノナミダ	辛悲苦	
血走る	チバシル	怒興	
血迷う	チマヨウ	怒怖	
チャーミング	チャーミング	好	
躊躇	チュウチョ	た	
惆悵	チュウチョウ	恨悲	
中っ腹	チュウッパラ	不怒Ｆ	
寵愛	チョウアイ	親安	
弔意	チョウイ	悲恨	
悵然	チョウゼン	失恨鬱	
長嘆	チョウタン	鬱	
沈鬱	チンウツ	鬱怠	
鎮静	チンセイ	安	
沈潜	チンセン	好	
沈着	チンチャク	好	
沈痛	チンツウ	悲鬱	
追悼	ツイトウ	悲	
追慕	ツイボ	悲切	
痛快	ツウカイ	気楽	
痛快さ	ツウカイサ	気楽	
痛快味	ツウカイミ	気楽	
痛哭	ツウコク	悲鬱	
痛恨	ツウコン	失残	
痛心	ツウシン	悲切辛苦	
痛惜	ツウセキ	悲	
痛嘆	ツウタン	悲鬱	
痛憤	ツウフン	怒	
痛痒	ツウヨウ	苦辛	
閊えが下がる	ツカエガサガル	気安	
閊えが取れる	ツカエガトレル	気安	
つまらない	ツマラナイ	不	
つまんない	ツマンナイ	不	
冷たい	ツメタイ	不	
辛い	ツライ	不辛	
辛さ	ツラサ	辛	
つれない	ツレナイ	不	
つんつん	ツンツン	不怒	
つんと	ツント	不怒	
涕泣	テイキュウ	悲辛	
啼泣	テイキュウ	悲辛	
諦念	テイネン	失悔情	
涕涙	テイルイ	悲辛切	
敵意	テキイ	嫌	
敵愾心	テキガイシン	嫌	
敵視	テキシ	嫌	
照れ隠し	テレカクシ	恥	
照れ臭い	テレクサイ	恥	
照れ臭さ	テレクササ	恥	
照れる	テレル	恥	
溺愛	デキアイ	好	
吐息	トイキ	安	
陶酔	トウスイ	尊好気	
陶然	トウゼン	安気	
尊ぶ	トウトブ	尊	
当惑	トウワク	困	
ときめかす	トキメカス	好喜	
ときめき	トキメキ	好	
ときめく	トキメク	好喜	
得意	トクイ	誇	
とげとげしい	トゲトゲシイ	不	
所得顏	トコロエガオ	安喜	
妬心	トシン	妬	
飛び上がる	トビアガル	驚	
飛び退く	トビノク	驚	
途方に暮れる	トホウニクレル	困	
トホホ	トホホ	見あ	
戸惑い	トマドイ	困焦	
戸惑う	トマドウ	困焦	
取り越し苦労	トリコシクロウ	心	
取り残される	トリノコサレル	ふ怒不	
鳥肌	トリハダ	怖Ｆ	
取り乱す	トリミダス	怒困焦	
とろい	トロイ	不	
蕩ける	トロケル	好	
怒	ド	怒	
動悸	ドウキ	ふ焦興	
同慶	ドウケイ	喜祝	
慟哭	ドウコク	悲	
瞠若	ドウジャク	驚	
同情	ドウジョウ	憐	
動じる	ドウジル	安	
動顛	ドウテン	驚焦	
胴震い	ドウブルイ	興ふ怖焦	
瞠目	ドウモク	驚動	
動揺	ドウヨウ	ふ焦	
怒気	ドキ	怒	
どきっ	ドキッ	好	
どきどき	ドキドキ	好焦	
どきり	ドキリ	怖	
どきん	ドキン	怖	
どぎつい	ドギツイ	不	
どぎまぎ	ドギマギ	ふ焦	
度肝を抜かれる	ドギモヲヌカレル	驚	
怒号	ドゴウ	怒	
怒声	ドセイ	怒	
怒鳴り込む	ドナリコム	怒	
怒鳴り散らす	ドナリチラス	怒	
怒鳴り付ける	ドナリツケル	怒	
怒鳴る	ドナル	怒	
怒罵	ドバ	怒	
どよめく	ドヨメク	驚	
どんより	ドンヨリ	不	
萎え萎む	ナエシボム	鬱	
萎える	ナエル	鬱	
長たらしい	ナガタラシイ	不	
泣き	ナキ	悲切辛	
泣き明かす	ナキアカス	悲切辛	
泣き顔	ナキガオ	悲切辛	
泣き崩れる	ナキクズレル	悲切辛	
泣き暮らす	ナキクラス	悲切辛	
泣き暮れる	ナキクレル	悲切辛	
泣き込む	ナキコム	辛願	
泣き声	ナキゴエ	悲辛嬉	
泣き叫ぶ	ナキサケブ	悲切辛	
泣き沈む	ナキシズム	悲切辛	
泣きじゃくる	ナキジャクル	悲切辛	
泣きたい	ナキタイ	悲切辛	
泣き出す	ナキダス	悲切辛	
泣き付く	ナキツク	辛願	
泣き面	ナキツラ	悲切辛	
泣き泣き	ナキナキ	悲切辛	
泣き濡れる	ナキヌレル	悲切辛	
泣き腫らす	ナキハラス	悲切辛	
泣き伏す	ナキフス	悲切辛	
泣き咽ぶ	ナキムセブ	悲切辛	
泣き別れ	ナキワカレ	悲切辛	
泣き別れる	ナキワカレル	悲切辛	
泣く	ナク	悲辛喜切	
泣く泣く	ナクナク	悲切辛	
泣ける	ナケル	興動	
嘆かわしい	ナゲカワシイ	怒見	
嘆き	ナゲキ	鬱悲	
嘆き明かす	ナゲキアカス	鬱悲	
嘆き悲しむ	ナゲキカナシム	鬱悲	
嘆く	ナゲク	鬱悲	
和やか	ナゴヤカ	安	
名残惜しい	ナゴリオシイ	切悲辛	
名残惜しむ	ナゴリオシム	切悲辛	
情けない	ナサケナイ	情	
情けなさ	ナサケナサ	情	
馴染む	ナジム	親	
懐かしい	ナツカシイ	安親	
懐かしがる	ナツカシガル	安親	
懐かしさ	ナツカシサ	安親	
懐かしみ	ナツカシミ	安親	
懐かしむ	ナツカシム	安親	
懐く	ナツク	安親	
生唾を呑む	ナマツバオノム	願好	
涙	ナミダ	悲切辛苦喜	
涙雨	ナミダアメ	悲	
涙をのむ	ナミダオノム	悔	
涙が込み上げる	ナミダガコミアゲル	辛苦	
涙ぐましい	ナミダグマシイ	憐	
涙ぐむ	ナミダグム	切悲辛	
涙声	ナミダゴエ	切悲辛	
波立つ	ナミダツ	怒	
涙に掻き暗れる	ナミダニカキクレル	悲	
涙に暮れる	ナミダニクレル	悲	
涙に咽ぶ	ナミダニムセブ	辛悲	
悩まされる	ナヤマサレル	悩	
悩ましい	ナヤマシイ	悩	
悩ます	ナヤマス	悩	
悩み	ナヤミ	悩	
悩む	ナヤム	悩	
馴れ馴れしい	ナレナレシイ	嫌	
難渋	ナンジュウ	苦困	
ナンセンス	ナンセンス	不	
なんと	ナント	驚	
なんとまあ	ナントマア	困	
煮え返る	ニエカエル	怒	
煮え繰り返る	ニエクリカエル	怒	
煮え立つ	ニエタツ	怒	
煮え湯を飲まされる	ニエユヲノマサレル	怒	
苦い	ニガイ	不	
苦いものが込み上げる	ニガイモノガコミアゲル	悔	
苦手	ニガテ	嫌	
苦々しい	ニガニガシイ	嫌Ｆ	
苦り切る	ニガリキル	嫌Ｆ	
苦る	ニガル	嫌Ｆ	
苦笑い	ニガワライ	怒嫌Ｆ	
憎い	ニクイ	憎	
憎く思う	ニククオモウ	憎	
憎しみ	ニクシミ	憎	
憎たらしい	ニクタラシイ	憎	
憎体	ニクテイ	憎	
憎々しい	ニクニクシイ	憎	
憎む	ニクム	憎	
憎らしい	ニクラシイ	憎	
憎らしさ	ニクラシサ	憎	
にこにこ	ニコニコ	喜幸安楽	
にこやか	ニコヤカ	喜幸安楽	
にたにた	ニタニタ	喜幸安楽	
にっこり	ニッコリ	喜幸安楽	
二の足を踏む	ニノアシオフム	た	
にやにや	ニヤニヤ	喜幸安楽	
にやり	ニヤリ	喜幸安楽	
睨み付ける	ニラミツケル	怒不嫌	
睨む	ニラム	怒不嫌	
人情	ニンジョウ	親	
にんまり	ニンマリ	喜幸安楽	
糠喜び	ヌカヨロコビ	喜	
寝苦しい	ネグルシイ	苦	
妬ましい	ネタマシイ	妬	
妬ましがる	ネタマシガル	妬	
妬み	ネタミ	妬	
妬み憎む	ネタミニクム	妬憎	
妬む	ネタム	妬	
ねちっこい	ネチッコイ	嫌	
熱愛	ネツアイ	好	
熱を上げる	ネツオアゲル	興	
熱情	ネツジョウ	好	
熱に浮かされる	ネツニウカサレル	辛苦好	
熱涙	ネツルイ	動	
悩殺	ノウサツ	悩好	
悩乱	ノウラン	鬱悩	
血の気が上る	ノケガノボル	怒	
残り多い	ノコリオオイ	失残悔	
残り惜しい	ノコリオシイ	失残悔	
ノスタルジア	ノスタルジア	親	
伸び伸び	ノビノビ	穏	
逆上せ	ノボセ	好	
逆上せ上がる	ノボセアガル	好	
のめり込む	ノメリコム	好	
呪い	ノロイ	妬恨憎	
呪う	ノロウ	妬恨憎	
呪わしい	ノロワシイ	妬恨憎	
暢気	ノンキ	安気穏	
のんびり	ノンビリ	穏安	
儚い	ハカナイ	切	
図らずも	ハカラズモ	驚	
歯痒い	ハガユイ	不怒	
剥れる	ハガレル	怒	
吐き気	ハキケ	嫌辛苦Ｆ	
吐気	ハキケ	嫌辛苦Ｆ	
歯軋り	ハギシリ	怒悔	
博愛	ハクアイ	安親	
激しい	ハゲシイ	怒	
はしたない	ハシタナイ	不嫌	
燥ぐ	ハシャグ	楽	
恥	ハジ	恥	
恥じ入る	ハジイル	恥	
恥をかく	ハジオカク	恥	
恥じらい	ハジライ	恥	
恥じらう	ハジラウ	恥	
恥じる	ハジル	恥	
恥ずかしい	ハズカシイ	恥	
恥ずかしがる	ハズカシガル	恥	
恥ずかしさ	ハズカシサ	恥	
はた迷惑	ハタメイワク	不	
肌が粟立つ	ハダガアワダツ	怖	
肌に粟を生じる	ハダニアワヲショウジル	怖	
はっと	ハット	驚	
ハッピー	ハッピー	安楽	
初恋	ハツコイ	切好	
鼻白む	ハナジロム	不嫌	
鼻たかだか	ハナタカダカ	誇	
はにかむ	ハニカム	恥	
腹いせ	ハライセ	怒	
腹が立つ	ハラガタツ	怒	
腹黒い	ハラグロイ	不	
腹立たしい	ハラダタシイ	怒	
腹立たしさ	ハラダタシサ	怒	
腹立ち	ハラダチ	怒	
腹立つ	ハラダツ	怒	
腹に据え兼ねる	ハラニスエカネル	怒	
腹の虫が収まらない	ハラノムシガオサマラナイ	怒	
はらはら	ハラハラ	焦興	
腸が千切れる	ハラワタガチギレル	悲	
腸を抉られる	ハラワタヲエグラレル	苦辛	
腹を立てる	ハラヲタテル	怒	
張り合いが抜ける	ハリアイガヌケル	鬱失	
晴れがましい	ハレガマシイ	気	
晴れ晴れ	ハレバレ	気	
晴れ晴れしい	ハレバレシイ	気	
晴れやか	ハレヤカ	気	
反感	ハンカン	嫌不Ｆ	
反抗心	ハンコウシン	不嫌	
煩悶	ハンモン	苦悩	
煩労	ハンロウ	悩苦	
ばかくさい	バカクサイ	あ	
ばかばかしい	バカバカシイ	あ	
バカヤロー	バカヤロ?	怒	
馬鹿らしい	バカラシイ	あ	
ばっちい	バッチイ	不嫌	
ばつが悪い	バツガワルイ	不	
万歳	バンザイ	祝喜	
悲哀	ヒアイ	悲	
悲哀感	ヒアイカン	悲	
贔屓	ヒイキ	不好	
ひいひい	ヒイヒイ	苦	
冷え切る	ヒエキル	寂鬱	
冷え冷え	ヒエビエ	寂鬱	
冷える	ヒエル	寂鬱	
悲観	ヒカン	悲	
僻み	ヒガミ	妬	
僻む	ヒガム	妬	
悲泣	ヒキュウ	悲	
卑怯	ヒキョウ	不嫌	
悲惨	ヒサン	憐	
悲秋	ヒシュウ	悲	
悲愁	ヒシュウ	悲鬱	
悲傷	ヒショウ	悲憐	
悲壮	ヒソウ	悲	
悲愴	ヒソウ	悲	
顰み	ヒソミ	嫌	
卑俗	ヒゾク	嫌	
悲嘆	ヒタン	悲	
悲痛	ヒツウ	憐	
一安心	ヒトアンシン	安	
人恋しい	ヒトコイシイ	悲切	
人懐こい	ヒトナツコイ	親	
ひとりぼっち	ヒトリボッチ	悲辛	
酷い	ヒドイ	嫌不	
悲風	ヒフウ	悲	
悲憤	ヒフン	悲怒	
悲鳴	ヒメイ	驚怖困悲	
冷や汗	ヒヤアセ	焦緊恥怖	
ひやっ	ヒヤッ	焦驚	
冷や冷や	ヒヤヒヤ	焦心ふ	
ひやり	ヒヤリ	焦驚怖緊	
拍子抜け	ヒョウシヌケ	鬱怠	
表情を強張らせる	ヒョウジョウヲコワバラセル	怖	
開いた口が塞がらない	ヒライタクチガフサガラナイ	あ	
悲涙	ヒルイ	悲	
怯む	ヒルム	怖	
卑劣	ヒレツ	不嫌怒	
悲恋	ヒレン	悲	
卑猥	ヒワイ	不嫌	
顰蹙	ヒンシュク	嫌	
びくっ	ビクッ	驚怖	
びくつく	ビクツク	ふ怖	
びくびく	ビクビク	ふ怖	
びくり	ビクリ	驚	
微笑	ビショウ	安	
吃驚	ビックリ	驚	
吃驚仰天	ビックリギョウテン	驚	
憫察	ビンサツ	憐	
ぴくぴく	ピクピク	怖	
ぴりぴり	ピリピリ	怒	
不安	フアン	ふ	
不安がる	フアンガル	ふ	
不安定	フアンテイ	不	
不快	フカイ	嫌Ｆ	
不快感	フカイカン	嫌Ｆ	
不快さ	フカイサ	嫌Ｆ	
腑甲斐無い	フガイナイ	不情	
不機嫌	フキゲン	怒	
不気味	フキミ	不	
不気味さ	フキミサ	不	
不興	フキョウ	鬱き	
不謹慎	フキンシン	不嫌	
膨れっ面	フクレッツラ	不怒	
不潔	フケツ	不	
耽る	フケル	好	
不幸	フコウ	残	
鬱ぎ込む	フサギコム	鬱	
鬱ぐ	フサグ	鬱	
伏し目	フシメ	鬱	
不承不承	フショウブショウ	不	
父性愛	フセイアイ	親	
吹っ切れる	フッキレル	気	
怫然	フツゼン	怒	
ふてぶてしい	フテブテシイ	不憎	
腑抜け	フヌケ	見	
不憫	フビン	憐見	
不憫さ	フビンサ	憐見	
不服	フフク	不	
不平	フヘイ	不怒	
不本意	フホンイ	不	
不満	フマン	不	
不満足	フマンゾク	不	
不味	フミ	不	
不面目	フメンボク	悲	
不愉快	フユカイ	嫌Ｆ	
不愉快感	フユカイカン	嫌Ｆ	
不愉快さ	フユカイサ	Ｆ	
ふらち	フラチ	嫌怒	
ふらふら	フラフラ	焦鬱緊	
不慮	フリョ	驚	
奮い起こす	フルイオコス	興	
奮い立つ	フルイタツ	興	
震い付く	フルイツク	興	
震う	フルウ	怖	
震え上がる	フルエアガル	怖	
震え戦く	フルエオノノク	怖	
震えが来る	フルエガクル	怖	
震え出す	フルエダス	怖	
震える	フルエル	怖ふ焦	
憤慨	フンガイ	怒	
奮起	フンキ	興	
憤激	フンゲキ	怒	
憤死	フンシ	怒	
憤然	フンゼン	怒	
奮然	フンゼン	怒	
憤怒	フンヌ	怒	
憤懣	フンマン	怒	
ぶうぶう	ブウブウ	不	
不格好	ブカッコウ	不	
無様	ブザマ	憐見	
憮然	ブゼン	不残驚	
物騒	ブッソウ	ふ不心	
仏頂面	ブッチョウズラ	不嫌怒	
ぶつくさ	ブツクサ	不	
ぶるぶる	ブルブル	怖ふ	
無礼	ブレイ	怒	
ぷいと	プイト	怒	
ぷりぷり	プリプリ	怒	
ぷんぷん	プンプン	怒	
平安	ヘイアン	穏	
平穏	ヘイオン	穏	
平気	ヘイキ	安	
閉口	ヘイコウ	困	
平静	ヘイセイ	穏	
平然	ヘイゼン	穏	
へいちゃら	ヘイチャラ	穏	
辟易	ヘキエキ	怒悔	
臍を曲げる	ヘソヲマゲル	怒不	
下手糞	ヘタクソ	不	
下手の横好き	ヘタノヨコズキ	好	
反吐	ヘド	嫌	
へどもど	ヘドモド	困	
偏愛	ヘンアイ	好	
べそをかく	ベソヲカク	悲辛	
法悦	ホウエツ	喜	
頬が火照る	ホウガホテル	恥	
放心	ホウシン	驚あ	
放心状態	ホウシンジョウタイ	驚あ	
法楽	ホウラク	楽	
頬を染める	ホウヲソメル	恥	
朗か	ホガラカ	安	
北叟笑む	ホクソエム	安	
ほくほく	ホクホク	喜	
誇らしい	ホコラシイ	誇	
誇らしさ	ホコラシサ	誇	
誇り	ホコリ	誇	
誇る	ホコル	誇	
綻ばす	ホコロバス	誇	
綻びる	ホコロビル	誇	
綻ぶ	ホコロブ	誇	
ほっと	ホット	安	
火照る	ホテル	恥	
仄仄	ホノボノ	安	
