Word	Katakana	Emotion	
待ち焦がれる	マチコガレル	願	
待ち遠しい	マチドウシイ	願	
真っ暗	マックラ	怖	
真っ青	マッサオ	怖	
真っ平	マッピラ	あＦ	
惑い	マドイ	困	
惑う	マドウ	困	
惑わす	マドワス	困	
眩しい	マブシイ	尊	
眉が晴れる	マユガハレル	気	
眉根を顰める	マユネオシカメル	困怒	
眉を曇らす	マユヲクモラス	心困	
眉を顰める	マユヲシカメル	困怒	
眉を開く	マユヲヒラク	気安穏	
迷い	マヨイ	悩	
迷う	マヨウ	悩	
回りくどい	マワリクドイ	不	
満悦	マンエツ	喜	
満更でもない	マンザラデモナイ	喜	
満足	マンゾク	気	
満足感	マンゾクカン	気	
満面朱を注ぐ	マンメンシュヲソソグ	恥怒	
見上げる	ミアゲル	尊	
身勝手	ミガッテ	嫌	
見下す	ミクダス	見	
見縊る	ミクビル	見	
見苦しい	ミグルシイ	嫌	
見事	ミゴト	尊	
見下げる	ミサゲル	見	
惨め	ミジメ	憐	
惨めさ	ミジメサ	憐	
みすぼらしい	ミスボラシイ	憐	
見づらい	ミズライ	不	
見染める	ミソメル	好	
満たされる	ミタサレル	気	
乱れる	ミダレル	興	
満ち足りる	ミチタリル	気	
みっともない	ミットモナイ	嫌見	
みっともよくない	ミットモヨクナイ	嫌見	
見惚れる	ミトレル	好	
醜い	ミニクイ	嫌	
見憎い	ミニクイ	嫌	
身の毛が弥立つ	ミノケガヨダツ	怖	
身震いがする	ミブルイガスル	怖	
みみっちい	ミミッチイ	嫌見	
身悶え	ミモダエ	苦	
身悶える	ミモダエル	苦	
身も縮む	ミモチジム	怖	
未練	ミレン	悔	
未練がましい	ミレンガマシイ	悔	
身を切られる	ミヲキラレル	苦	
身を裂く	ミヲサク	苦	
むかっと	ムカット	怒	
向っ腹	ムカッパラ	怒	
向っ腹が立つ	ムカッパラガタツ	怒	
向っ腹を立てる	ムカッパラヲタテル	怒	
むかつく	ムカツク	怒	
むかむか	ムカムカ	怒	
無我夢中	ムガムチュウ	好興	
向きになる	ムキニナル	怒	
無気力	ムキリョク	怠	
惨たらしい	ムゴタラシイ	憐怖	
むさい	ムサイ	嫌	
むさくるしい	ムサクルシイ	嫌	
蒸し暑い	ムシアツイ	Ｆ	
虫酸が走る	ムシズガハシル	嫌	
むしゃくしゃ	ムシャクシャ	怒興	
むずかる	ムズカル	怒	
むず痒い	ムズガユイ	Ｆ	
むずむず	ムズムズ	嫌	
咽び泣き	ムセビナキ	悲	
咽び泣く	ムセビナク	悲	
咽ぶ	ムセブ	悲	
噎せる	ムセル	Ｆ	
夢中になる	ムチュウニナル	興好	
むっと	ムット	怒	
むつまじい	ムツマジイ	親好	
胸糞が悪い	ムナクソガワルイ	嫌	
胸苦しい	ムナグルシイ	辛苦	
胸騒ぎ	ムナサワギ	心	
空しい	ムナシイ	失	
虚しい	ムナシイ	失	
虚しさ	ムナシサ	失	
胸躍る	ムネオドル	興好	
胸を撫で下ろす	ムネオナデオロス	安穏	
胸が熱くなる	ムネガアツクナル	興	
胸が痛くなる	ムネガイタクナル	悲	
胸が一杯になる	ムネガイッパイニナル	興	
胸がすく	ムネガスク	気	
胸が潰れる	ムネガツブレル	悲	
胸が詰まる	ムネガツマル	切	
胸が轟く	ムネガトドロク	興	
胸が弾む	ムネガハズム	興喜	
胸が早鐘を打つ	ムネガハヤガネヲウツ	興	
胸が張り裂ける	ムネガハリサケル	苦	
胸が塞がる	ムネガフサガル	苦	
胸が震える	ムネガフルエル	怖緊	
胸が悪い	ムネガワルイ	Ｆ怒	
胸につかえる	ムネニツカエル	Ｆ	
胸を痛める	ムネヲイタメル	辛苦	
胸を打たれる	ムネヲウタレル	動	
胸を抉られる	ムネヲエグラレル	辛苦	
胸を躍らせる	ムネヲオドラセル	喜興	
胸を焦がす	ムネヲコガス	興好	
胸を締め付けられる	ムネヲシメツケラレル	辛苦	
胸を締められる	ムネヲシメラレル	辛苦	
胸を突かれる	ムネヲツカレル	驚	
胸を膨らませる	ムネヲフクラマセル	興	
無念	ムネン	残	
無念さ	ムネンサ	残	
無念遣る方ない	ムネンヤルカタナイ	残	
むらむら	ムラムラ	興	
滅入り込む	メイリコム	鬱	
滅入る	メイル	鬱	
迷惑	メイワク	嫌	
目が潤む	メガウルム	動悲	
目頭が熱くなる	メガシラガアツクナル	動	
目障り	メザワリ	嫌	
目尻を下げる	メジリヲサゲル	喜	
めずらしい	メズラシイ	驚	
めそめそ	メソメソ	悲	
めでたい	メデタイ	祝	
目に角を立てる	メニカドヲタテル	怒	
眩暈	メマイ	Ｆ	
女々しい	メメシイ	嫌	
メロメロ	メロメロ	好	
目を白黒させる	メヲシロクロサセル	苦	
目をパチクリさせる	メヲパチクリサセル	驚	
眼を伏せる	メヲフセル	たＦ	
目を細める	メヲホソメル	喜	
目を丸くする	メヲマルクスル	驚	
目を瞠る	メヲミハル	興	
目を剥く	メヲムク	怒	
面食らう	メンクラウ	驚	
面倒い	メンドイ	怠	
面倒	メンドウ	怠	
面倒臭い	メンドウクサイ	怠	
面目無い	メンボクナイ	恥	
盲愛	モウアイ	好	
申し分ない	モウシブンナイ	尊	
申し訳ない	モウシワケナイ	恐	
燃え尽きる	モエツキル	失	
もじもじする	モジモジスル	ふ恥	
悶え	モダエ	苦悩	
悶える	モダエル	苦悩	
もどかしい	モドカシイ	情悩	
もどかしがる	モドカシガル	情悩	
もどかしさ	モドカシサ	情悩	
物哀れ	モノアワレ	憐	
物憂い	モノウイ	鬱	
懶い	モノウイ	怠	
懶さ	モノウサ	怠	
物怖じ	モノオジ	怖	
物恐ろしい	モノオソロシイ	怖	
物思い	モノオモイ	鬱	
物悲しい	モノガナシイ	悲	
物悲しさ	モノガナシサ	悲	
物淋しい	モノサビシイ	切寂	
物寂しい	モノサビシイ	切寂	
物騒がしい	モノサワガシイ	嫌	
物足りない	モノタリナイ	不	
物足りなさ	モノタリナサ	不	
貰い泣き	モライナキ	悲	
文句を言う	モンクヲイウ	不	
悶絶	モンゼツ	悩苦	
悶悶	モンモン	悩苦	
喧しい	ヤカマシイ	嫌	
やきもき	ヤキモキ	嫌Ｆ	
焼き餅を焼く	ヤキモチヲヤク	妬	
妬く	ヤク	妬	
自棄糞	ヤケクソ	あ嫌	
灼け爛れる	ヤケタダレル	辛苦	
妬ける	ヤケル	妬	
灼ける	ヤケル	苦	
安らか	ヤスラカ	安穏	
安らかさ	ヤスラカサ	安穏	
安らぎ	ヤスラギ	安穏	
安らぐ	ヤスラグ	安穏	
ヤダー	ヤダー	嫌	
やっかい	ヤッカイ	嫌	
やっかみ	ヤッカミ	嫌	
やっかむ	ヤッカム	嫌	
躍起	ヤッキ	興	
ヤッター	ヤッター	喜	
八つ当たり	ヤツアタリ	不怒	
破れかぶれ	ヤブレカブレ	嫌	
野暮ったい	ヤボッタイ	嫌	
疚しい	ヤマシイ	恥嫌	
やむ無い	ヤムナイ	残	
やむを得ない	ヤムヲエナイ	残	
ややこしい	ヤヤコシイ	Ｆ	
遣り切れない	ヤリキレナイ	悔	
遣る瀬ない	ヤルセナイ	悲	
遣る瀬なさ	ヤルセナサ	悲	
やれやれ	ヤレヤレ	あ	
友愛	ユウアイ	好	
憂鬱	ユウウツ	鬱	
憂鬱感	ユウウツカン	鬱	
憂患	ユウカン	心悩	
友誼	ユウギ	好	
憂苦	ユウク	鬱苦	
友好	ユウコウ	好	
憂国	ユウコク	鬱	
憂思	ユウシ	鬱	
憂愁	ユウシュウ	鬱	
幽愁	ユウシュウ	鬱	
憂色	ユウショク	鬱心	
憂心	ユウシン	鬱心	
友情	ユウジョウ	好	
悠然	ユウゼン	穏	
悠長	ユウチョウ	穏	
憂憤	ユウフン	鬱怒	
憂悶	ユウモン	心悩	
勇躍	ユウヤク	興	
悠悠	ユウユウ	穏	
悠悠閑閑	ユウユウカンカン	穏	
悠揚	ユウヨウ	穏	
憂慮	ユウリョ	心ふ	
愉悦	ユエツ	喜	
愉快	ユカイ	喜	
揺さ振る	ユサブル	驚怖	
揺す振る	ユスブル	驚怖	
愉楽	ユラク	喜	
揺らぐ	ユラグ	驚怖悩	
揺らめく	ユラメク	悩	
ゆらゆら	ユラユラ	穏	
ゆらり	ユラリ	穏	
揺るがす	ユルガス	驚怖	
揺るがない	ユルガナイ	安穏	
揺るぎ無い	ユルギナイ	安穏	
揺るぐ	ユルグ	驚怖	
揺れ	ユレ	驚怖	
揺れる	ユレル	驚怖	
好い感情を持つ	ヨイカンジョウヲモツ	好	
好い気持ちがしない	ヨイキモチガシナイ	Ｆ	
好い気持ちはしない	ヨイキモチハシナイ	Ｆ	
好い心持ち	ヨイココロモチ	好	
好い心持ちはしない	ヨイココロモチワシナイ	Ｆ	
酔う	ヨウ	興	
良かった	ヨカッタ	安穏	
好く	ヨク	好	
抑鬱	ヨクウツ	Ｆ鬱	
欲情	ヨクジョウ	興	
邪	ヨコシマ	嫌	
横恋慕	ヨコレンボ	好	
慶福	ヨシトミ	喜幸	
好	ヨシミ	好	
よっしゃ	ヨッシャ	喜	
余憤	ヨフン	怒	
喜ばしい	ヨロコバシイ	喜	
喜ばしい訳はない	ヨロコバシイワケワナイ	失	
喜ばしさ	ヨロコバシサ	喜	
喜	ヨロコビ	喜	
喜び	ヨロコビ	喜	
喜び狂う	ヨロコビクルウ	喜	
喜ぶ	ヨロコブ	喜	
弱り切る	ヨワリキル	失	
弱り果てる	ヨワリハテル	失	
弱る	ヨワル	失	
楽	ラク	楽	
落胆	ラクタン	失	
楽ちん	ラクチン	楽	
落莫	ラクバク	寂	
楽楽	ラクラク	楽	
落涙	ラクルイ	悲	
ラッキー	ラッキー	喜	
理屈っぽい	リクツッポイ	嫌	
離愁	リシュウ	悲寂	
立腹	リップク	怒	
慄然	リツゼン	怖	
溜飲が下がる	リュウインガサガル	気	
良好	リョウコウ	好	
良心が痛む	リョウシンガイタム	Ｆた	
慮外	リョガイ	驚	
旅愁	リョシュウ	鬱	
ルンルン	ルンルン	気	
冷静	レイセイ	緊	
恋愛	レンアイ	好	
恋情	レンジョウ	好	
廉恥	レンチ	恥	
憐憫	レンビン	親憐	
恋慕	レンボ	好	
恋恋	レンレン	好た	
労苦	ロウク	苦	
狼狽	ロウバイ	焦	
我がまま	ワガママ	嫌	
沸き返る	ワキカエル	興	
沸き立つ	ワキタツ	興	
惑溺	ワクデキ	興	
惑乱	ワクラン	興	
わくわく	ワクワク	喜興	
煩い	ワズライ	悩	
煩う	ワズラウ	悩	
煩わしい	ワズラワシイ	嫌悩	
煩わす	ワズラワス	悩	
蟠り	ワダカマリ	不	
蟠る	ワダカマル	不	
わっ	ワッ	驚	
戦慄き	ワナナキ	怖	
戦慄く	ワナナク	怖	
わなわな	ワナワナ	怖	
詫びしい	ワビシイ	切寂	
佗びしい	ワビシイ	切寂	
佗びしがる	ワビシガル	切寂	
佗びしさ	ワビシサ	切寂	
詫びる	ワビル	切寂	
笑い	ワライ	喜	
笑い顔	ワライガオ	喜	
笑う	ワラウ	喜	
悪い	ワルイ	嫌	
悪い気がしない	ワルイキガシナイ	気	
悪賢い	ワルガシコイ	嫌	
悪びれる	ワルビレル	謝	
我を忘れる	ワレオワスレル	興	
わぁ	ワー	喜	
わーい	ワーイ	喜	
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
